Word,freqfilms2,freqlivres,cgram
phénol,0.07,0.14,NOM
phénoménal,0.77,0.74,ADJ
phénoménalement,0.05,0.00,ADV
phénomène,8.62,10.81,NOM
phénoménologie,0.04,0.34,NOM
phénoménologique,0.02,0.00,ADJ
phénothiazine,0.01,0.00,NOM
phénotype,0.01,0.00,NOM
phéochromocytome,0.07,0.00,NOM
phéromone,0.10,0.00,NOM
philanthrope,0.84,0.54,NOM
philanthropie,0.17,0.47,NOM
philanthropique,0.03,0.27,ADJ
philarète,0.00,0.07,ADJ
philarète,0.00,0.07,NOM
philatélie,0.02,0.00,NOM
philatéliste,0.11,0.14,NOM
philharmonie,0.21,0.00,NOM
philharmonique,0.59,0.34,ADJ
philhellène,0.00,0.07,NOM
philippin,0.03,0.20,ADJ
philippin,0.03,0.41,NOM
philistin,0.05,0.07,NOM
philo,2.35,3.18,NOM
philodendron,0.03,0.34,NOM
philologie,0.21,0.74,NOM
philologique,0.00,0.07,ADJ
philologue,0.26,0.88,NOM
philosémitisme,0.00,0.07,NOM
philosophaillerie,0.00,0.14,NOM
philosophal,0.00,0.07,ADJ
philosophant,0.00,0.07,ADJ
philosophard,0.00,0.07,ADJ
philosophe,1.48,2.09,ADJ
philosophe,4.11,11.62,NOM
philosopher,0.37,0.81,VER
philosophie,9.82,24.32,NOM
philosophique,1.06,2.50,ADJ
philosophiquement,0.09,0.68,ADV
philotechnique,0.00,0.07,ADJ
philtre,0.84,1.01,NOM
phimosis,0.00,0.20,NOM
phlébite,0.08,0.27,NOM
phlébographie,0.01,0.00,NOM
phlébologue,0.01,0.00,NOM
phlébotomie,0.01,0.00,NOM
phlox,0.00,0.34,NOM
phobie,1.43,0.47,NOM
phobique,0.04,0.14,ADJ
phœnix,0.48,0.07,NOM
phonatoire,0.00,0.07,ADJ
phone,0.64,0.07,NOM
phonéticien,0.00,0.07,NOM
phonétique,0.08,0.07,NOM
phonétique,0.19,0.27,ADJ
phonétiquement,0.03,0.07,ADV
phonique,0.17,0.00,ADJ
phono,0.75,5.20,NOM
phonographe,0.86,5.41,NOM
phonologie,0.00,0.14,NOM
phoque,2.24,2.77,NOM
phosgène,0.23,0.00,NOM
phosphatase,0.02,0.00,NOM
phosphate,0.38,0.41,NOM
phosphatine,0.10,0.07,NOM
phosphène,0.00,0.07,NOM
phospholipide,0.01,0.00,NOM
phosphore,1.46,2.16,NOM
phosphoré,0.01,0.00,ADJ
phosphorescence,0.02,0.68,NOM
phosphorescent,0.08,1.42,ADJ
phosphorylation,0.03,0.00,NOM
photique,0.01,0.00,ADJ
photo,122.47,54.66,NOM
photochimique,0.01,0.00,ADJ
photocomposition,0.14,0.07,NOM
photoconducteur,0.01,0.00,ADJ
photocopie,1.50,0.41,NOM
photocopier,0.72,0.07,VER
photocopieur,0.11,0.00,NOM
photoélectrique,0.02,0.00,ADJ
photogénie,0.34,0.07,NOM
photogénique,1.97,0.34,ADJ
photogramme,0.01,0.00,NOM
photographe,12.51,11.96,NOM
photographiable,0.01,0.00,NOM
photographie,7.42,23.78,NOM
photographier,4.42,5.54,VER
photographique,1.25,3.24,ADJ
photograveur,0.00,0.07,NOM
photogravure,0.04,0.07,NOM
photojournalisme,0.02,0.00,NOM
photojournaliste,0.01,0.00,NOM
photomaton,0.37,0.81,ADJ
photomicrographie,0.01,0.00,NOM
photomontage,0.00,0.07,NOM
photon,0.09,0.00,NOM
photonique,0.15,0.00,ADJ
photopériodique,0.01,0.00,ADJ
photophobie,0.04,0.00,NOM
photopile,0.12,0.00,NOM
photosensibilité,0.04,0.00,NOM
photosensible,0.06,0.07,ADJ
photostat,0.06,0.00,NOM
photosynthèse,0.25,0.00,NOM
phototaxie,0.02,0.00,NOM
phototype,0.01,0.00,NOM
photovoltaïque,0.01,0.00,ADJ
phrase,15.40,86.76,NOM
phrasé,0.05,0.20,NOM
phraséologie,0.02,0.20,NOM
phraséologique,0.00,0.07,ADJ
phraser,0.01,0.00,VER
phraseur,0.01,0.07,NOM
phréatique,0.16,0.20,ADJ
phrénique,0.01,0.00,ADJ
phrénologie,0.03,0.00,NOM
phrénologiste,0.01,0.00,NOM
phrygien,0.00,0.54,ADJ
phtaléine,0.03,0.00,NOM
phtiriasis,0.00,0.07,NOM
phtisie,0.05,0.81,NOM
phtisiologie,0.00,0.14,NOM
phtisique,0.00,0.88,ADJ
phylactère,0.00,0.34,NOM
phylloxera,0.10,0.00,NOM
phylloxéra,0.10,0.47,NOM
phylogenèse,0.14,0.00,NOM
phylum,0.03,0.00,NOM
phynances,0.00,0.07,NOM
physicien,0.75,0.95,NOM
physio,0.94,0.00,ADV
physiologie,0.75,1.35,NOM
physiologique,0.84,1.49,ADJ
physiologiquement,0.24,0.27,ADV
physiologiste,0.02,0.14,NOM
physiologiste,0.10,0.00,ADJ
physionomie,0.48,4.93,NOM
physionomique,0.01,0.14,ADJ
physionomiste,0.09,0.14,ADJ
physionomiste,0.11,0.07,NOM
physiothérapie,0.24,0.00,NOM
physique,10.19,12.36,NOM
physique,14.76,27.50,ADJ
physiquement,8.72,8.72,ADV
phytoplancton,0.01,0.00,NOM
piaffant,0.00,0.27,ADJ
piaffement,0.00,0.14,NOM
piaffer,0.00,0.20,VER
piaillant,0.00,0.34,ADJ
piaillement,0.70,0.68,NOM
piailler,0.21,0.68,VER
piaillerie,0.00,0.07,NOM
pianissimo,0.10,0.07,NOM
pianissimo,0.12,0.20,ADV
pianiste,5.52,4.80,NOM
piano,1.35,0.14,ADV
piano,21.50,28.51,NOM
pianola,0.35,0.14,NOM
pianotage,0.10,0.07,NOM
pianoter,0.27,0.41,VER
piastre,0.14,0.14,NOM
piaulant,0.00,0.07,ADJ
piaule,3.02,11.42,NOM
piaulement,0.00,0.14,NOM
piauler,0.00,0.14,VER
piauleur,0.00,0.07,NOM
piaye,0.00,0.07,NOM
piazza,1.89,3.18,NOM
piazzetta,0.00,0.20,NOM
pibloque,0.00,0.34,NOM
picador,0.00,0.27,NOM
picaillon,0.01,0.07,NOM
picard,0.00,0.14,ADJ
picaresque,0.03,0.34,ADJ
picaro,0.40,0.07,NOM
picassien,0.00,0.07,ADJ
piccolo,0.40,0.07,NOM
pichenette,0.27,2.09,NOM
pichet,1.21,0.95,NOM
picker,0.19,0.00,NOM
pickpocket,0.63,0.47,NOM
picoler,2.32,1.76,VER
picoleur,0.00,0.20,NOM
picolo,0.00,0.14,NOM
picorée,0.00,0.07,NOM
picorer,0.33,1.28,VER
picoreur,0.00,0.07,NOM
picot,0.03,1.22,NOM
picote,0.14,0.07,NOM
picotement,0.22,0.95,NOM
picoter,0.01,0.07,VER
picotin,0.24,0.61,NOM
picotis,0.00,0.07,NOM
picrate,0.01,1.35,NOM
picrique,0.00,0.27,ADJ
picsou,0.43,0.00,NOM
pictogramme,0.03,0.00,NOM
picton,0.00,0.41,NOM
pictural,0.01,0.47,ADJ
picturalement,0.00,0.07,ADV
pidgin,0.00,0.14,NOM
pièce,110.66,193.78,NOM
piécette,0.07,0.68,NOM
piédestal,0.79,2.09,NOM
piedmont,0.23,0.00,NOM
piédroit,0.00,0.14,NOM
piège,27.53,19.93,NOM
piégeage,0.01,0.14,NOM
piéger,6.33,2.36,VER
piégeur,0.08,0.20,NOM
piémont,0.01,0.14,NOM
piémontais,0.34,0.27,ADJ
piémontais,0.60,0.34,NOM
piercing,1.29,0.00,NOM
piéride,0.00,0.07,NOM
pierraille,0.12,2.23,NOM
pierre,40.58,119.39,NOM
pierreries,0.28,1.89,NOM
pierreux,0.00,1.62,ADJ
pierrier,0.00,0.14,NOM
pierrière,0.00,0.07,NOM
pierrot,0.14,0.88,NOM
pietà,0.18,0.88,NOM
piéta,0.15,0.07,NOM
piétaille,0.20,1.28,NOM
piété,1.47,7.70,NOM
piétement,0.00,0.47,NOM
piètement,0.00,0.07,NOM
piéter,0.00,0.07,VER
piétin,0.00,0.07,NOM
piétinant,0.00,0.27,ADJ
piétinement,0.09,4.53,NOM
piétiner,1.39,3.45,VER
piétiste,0.00,0.07,ADJ
piéton,0.54,0.07,ADJ
piéton,0.54,1.28,NOM
piétonnier,0.02,0.07,ADJ
piètre,2.47,3.45,ADJ
piètrement,0.03,0.00,ADV
pieusement,0.41,3.11,ADV
pieuter,0.85,1.22,VER
pieuvre,1.65,1.82,NOM
pieux,1.05,4.26,NOM
pieux,1.86,5.54,ADJ
pifer,0.01,0.00,VER
piffer,0.16,0.47,VER
piffre,0.00,0.07,NOM
piffrer,0.16,0.00,ADJ
pifomètre,0.02,0.61,NOM
pigeon,8.56,7.97,NOM
pigeonnant,0.07,0.20,ADJ
pigeonneau,0.06,0.27,NOM
pigeonner,0.05,0.14,VER
pigeonnier,0.27,3.18,NOM
piger,1.78,1.96,VER
pigiste,0.21,0.27,NOM
pigment,0.07,0.34,NOM
pigmentaire,0.04,0.07,ADJ
pigmentation,0.51,0.14,NOM
pigne,0.02,0.27,NOM
pigner,0.01,0.00,VER
pignole,0.01,0.07,NOM
pignon,4.79,6.55,NOM
pignouf,0.25,0.34,NOM
pilaf,0.26,0.27,NOM
pilastre,0.02,0.20,NOM
pilée,0.01,0.07,NOM
piler,0.35,0.27,VER
pileux,0.06,0.34,ADJ
pilier,2.43,7.23,NOM
pilifère,0.00,0.07,ADJ
pillage,1.21,2.64,NOM
pillard,0.03,0.00,ADJ
pillard,0.15,0.47,NOM
piller,2.12,2.70,VER
pilleur,0.44,0.34,NOM
pilon,0.47,1.28,NOM
pilonnage,0.12,0.54,NOM
pilonner,0.10,0.27,VER
pilori,0.78,2.36,NOM
pilosité,0.09,0.27,NOM
pilot,1.10,0.00,NOM
pilotage,2.44,1.35,NOM
pilote,11.49,1.55,ADJ
pilote,29.10,5.61,NOM
piloter,6.12,1.82,VER
pilotin,0.10,0.00,NOM
pilotis,0.33,2.30,NOM
pilou,0.00,0.95,NOM
pilsen,0.00,0.07,NOM
pilule,6.10,4.86,NOM
pilum,0.00,0.07,NOM
pimbêche,0.05,0.14,ADJ
pimbêche,0.42,0.34,NOM
piment,2.94,2.77,NOM
pimenté,0.06,0.20,ADJ
pimenter,0.56,0.27,VER
pimpant,0.34,0.54,ADJ
pimpon,0.00,0.14,NOM
pimprenelle,0.08,0.07,NOM
pin's,0.30,0.00,NOM
pinacle,0.02,0.54,NOM
pinacothèque,0.00,0.20,NOM
pinaillage,0.02,0.00,NOM
pinailler,0.41,0.14,VER
pinailleur,0.02,0.00,NOM
pinard,0.39,6.76,NOM
pinasse,0.00,0.14,NOM
pinçage,0.10,0.00,NOM
pinçard,0.00,0.07,ADJ
pince,5.62,7.64,NOM
pincé,0.04,2.03,ADJ
pinceau,2.96,10.27,NOM
pincée,1.30,2.91,NOM
pincement,0.18,3.65,NOM
pincer,4.06,3.72,VER
pincette,0.05,0.34,NOM
pinceur,0.00,0.07,NOM
pinchart,0.00,0.07,NOM
pinçon,0.04,0.07,NOM
pinçure,0.00,0.07,NOM
pinéal,0.02,0.07,ADJ
pineau,0.00,0.14,NOM
pinède,0.58,2.70,NOM
piner,0.16,0.07,VER
pinglot,0.00,0.07,NOM
pingouin,2.29,1.35,NOM
pingre,0.04,0.27,NOM
pingre,0.56,0.54,ADJ
pingrerie,0.02,0.20,NOM
pinot,0.46,0.07,NOM
pinson,2.68,1.08,NOM
pintade,0.44,0.54,NOM
pinte,0.90,0.34,NOM
pinter,0.12,0.14,VER
pioche,4.18,4.39,NOM
piocher,0.50,1.42,VER
piocheur,0.00,0.07,NOM
piolet,0.31,0.14,NOM
pioncer,0.62,0.81,VER
pionner,0.01,0.00,VER
pionnier,1.27,2.50,NOM
pioupiou,0.05,0.27,NOM
pipeau,1.84,0.95,NOM
pipée,0.02,0.00,NOM
pipelet,0.00,0.34,NOM
pipelette,0.27,1.62,NOM
pipeline,0.42,0.07,NOM
piper,19.96,0.88,VER
piperade,0.00,0.07,NOM
piperie,0.00,0.07,NOM
pipette,0.54,0.54,NOM
pipeur,0.00,0.14,NOM
pipistrelle,0.13,0.00,NOM
piquage,0.02,0.00,NOM
piquant,0.66,2.64,ADJ
piquant,0.74,1.15,NOM
pique,6.03,4.93,NOM
piqué,0.77,3.18,ADJ
piquer,15.36,14.26,VER
piquet,1.48,4.73,NOM
piquetage,0.00,0.07,NOM
piqueter,0.00,0.14,VER
piquetis,0.00,0.14,NOM
piquette,0.99,1.08,NOM
piqueur,0.18,0.34,NOM
piqueur,0.61,0.54,ADJ
piqueux,0.01,0.20,NOM
piquier,0.01,0.07,NOM
piquouse,0.02,0.54,NOM
piquouser,0.01,0.00,VER
piquouze,0.02,0.20,NOM
piqûre,7.59,6.08,NOM
piranha,0.26,0.00,NOM
piratage,0.53,0.07,NOM
pirate,1.54,0.74,ADJ
pirate,3.88,1.69,NOM
pirater,0.90,0.14,VER
piraterie,0.49,0.41,NOM
piriforme,0.00,0.34,ADJ
pirogue,0.65,2.50,NOM
pirojki,0.00,0.14,NOM
pirolle,0.00,0.20,NOM
pirouette,0.42,3.04,NOM
pirouetter,0.07,0.20,VER
pisan,0.10,0.00,ADJ
piscicole,0.06,0.00,ADJ
pisciculteur,0.01,0.07,NOM
pisciculture,0.04,0.14,NOM
pisciforme,0.00,0.07,ADJ
piscine,22.19,15.74,NOM
pisiforme,0.03,0.00,NOM
pissaladière,0.00,0.07,NOM
pissat,0.10,0.41,NOM
pisse,5.98,3.58,NOM
pissenlit,0.68,1.28,NOM
pisser,20.83,13.65,VER
pissette,0.14,0.20,NOM
pisseur,0.25,0.14,NOM
pisseux,0.40,1.89,ADJ
pissoir,0.02,0.00,NOM
pissotière,0.41,2.03,NOM
pissou,5.28,0.07,NOM
pistache,0.02,0.61,ADJ
pistache,0.41,0.74,NOM
pistachier,0.00,0.07,NOM
pistage,0.30,0.00,NOM
pistard,0.01,0.20,NOM
piste,43.01,34.86,NOM
pister,0.76,0.47,VER
pisteur,0.47,0.81,NOM
pistil,0.02,0.47,NOM
pistole,0.16,0.27,NOM
pistolero,0.08,0.07,NOM
pistolet,31.63,14.80,NOM
pistolétade,0.00,0.14,NOM
piston,1.79,2.50,NOM
pistonné,0.21,0.00,NOM
pistonner,0.29,0.20,VER
pistou,0.38,0.00,NOM
pitaine,0.00,2.09,NOM
pitance,0.35,2.57,NOM
pitancher,0.00,0.07,VER
pitancier,0.00,0.07,NOM
pitbull,0.82,0.00,NOM
pitch,0.29,0.00,NOM
pitcher,0.03,0.00,VER
pitchoun,0.02,0.00,NOM
pitchounet,0.14,0.00,NOM
pitchounette,0.14,0.00,NOM
pitchpin,0.00,0.47,NOM
piteusement,0.14,1.42,ADV
piteux,0.70,2.70,ADJ
pithécanthrope,0.00,0.20,NOM
pithiviers,0.00,0.07,NOM
pitié,76.38,57.91,NOM
piton,0.40,6.42,NOM
pitonner,0.00,0.07,VER
pitoyable,5.63,6.96,ADJ
pitoyablement,0.17,0.47,ADV
pitre,1.55,1.69,NOM
pitrerie,0.16,0.34,NOM
pittoresque,0.10,3.58,NOM
pittoresque,1.47,4.53,ADJ
pituitaire,0.12,0.14,ADJ
pituite,0.01,0.07,NOM
pityriasis,0.01,0.07,NOM
pivert,0.16,0.81,NOM
pivoine,0.19,0.74,NOM
pivot,0.61,1.55,NOM
pivotant,0.04,0.47,ADJ
pivotement,0.01,0.07,NOM
pivoter,0.33,2.91,VER
pixel,0.03,0.00,NOM
pizza,18.60,2.09,NOM
pizzaiolo,0.02,0.00,NOM
pizzeria,2.01,1.35,NOM
pizzicato,0.29,0.14,NOM
placage,0.22,0.20,NOM
placard,19.26,25.74,NOM
placarder,0.04,0.54,VER
placardier,0.00,0.14,NOM
place,280.54,437.97,NOM
placé,2.88,4.32,ADJ
placebo,0.47,0.14,NOM
placement,2.13,2.03,NOM
placenta,0.69,0.54,NOM
placentaire,0.04,0.00,ADJ
placer,0.22,0.68,NOM
placer,10.24,21.69,VER
placet,0.00,0.20,NOM
placette,0.00,1.49,NOM
placeur,0.03,0.07,NOM
placide,0.19,5.20,ADJ
placidement,0.00,1.35,ADV
placidité,0.00,2.03,NOM
placier,0.03,0.07,NOM
placoplâtre,0.06,0.00,NOM
plafond,9.44,46.35,NOM
plafonné,0.01,0.00,ADJ
plafonnement,0.04,0.07,NOM
plafonner,0.05,0.07,VER
plafonnier,0.13,1.15,NOM
plage,44.99,72.03,NOM
plagiaire,0.17,0.00,NOM
plagiat,0.35,0.20,NOM
plagier,0.11,0.07,VER
plagioclase,0.01,0.00,NOM
plaid,0.28,0.95,NOM
plaidable,0.02,0.00,ADJ
plaider,4.07,5.61,VER
plaideur,0.04,0.14,NOM
plaidoirie,1.14,1.22,NOM
plaidoyer,0.60,0.88,NOM
plaie,10.42,14.32,NOM
plaignant,0.86,0.34,NOM
plain,0.31,0.14,ADJ
plaindre,17.27,24.53,VER
plaine,0.41,1.42,ADJ
plaine,3.52,39.86,NOM
plainte,9.61,17.09,NOM
plaintif,0.81,3.31,ADJ
plaintivement,0.00,0.81,ADV
plaire,19.00,19.66,VER
plaisamment,0.02,2.03,ADV
plaisance,0.35,2.03,NOM
plaisancier,0.00,0.07,NOM
plaisant,0.28,0.88,NOM
plaisant,2.11,4.32,ADJ
plaisanter,6.24,6.01,VER
plaisanterie,13.41,14.05,NOM
plaisantin,0.03,0.07,ADJ
plaisantin,0.68,0.68,NOM
plaisir,177.40,208.78,NOM
planant,0.25,0.68,ADJ
planche,10.01,14.53,NOM
plancher,0.60,1.22,VER
plancher,6.67,29.39,NOM
planchette,0.01,1.82,NOM
planchiste,0.20,0.00,NOM
plancton,0.52,0.47,NOM
plane,0.48,0.27,NOM
planelle,0.01,0.00,NOM
planement,0.00,0.07,NOM
planer,2.25,3.99,VER
planétaire,1.93,0.95,ADJ
planétarium,0.31,0.20,NOM
planète,55.29,19.86,NOM
planétoïde,0.04,0.00,NOM
planeur,0.66,0.27,NOM
planifiable,0.01,0.00,ADJ
planificateur,0.03,0.00,ADJ
planificateur,0.04,0.00,NOM
planification,0.42,0.34,NOM
planifier,1.94,0.07,VER
planisphère,0.01,1.01,NOM
planitude,0.00,0.14,NOM
planning,4.55,0.81,NOM
planque,8.21,6.42,NOM
planqué,0.76,0.54,ADJ
planquer,3.81,6.49,VER
plant,1.07,1.62,NOM
plantage,0.04,0.00,NOM
plantain,0.01,0.00,NOM
plantaire,0.10,0.14,ADJ
plantation,2.25,3.72,NOM
plante,9.00,11.49,NOM
planté,2.25,3.04,ADJ
planter,10.58,12.16,VER
planteur,0.42,1.15,NOM
plantier,0.70,0.14,NOM
plantigrade,0.13,0.20,NOM
plantoir,0.14,0.07,NOM
planton,0.50,2.50,NOM
plantureux,0.01,0.47,ADJ
plaquage,0.22,0.07,NOM
plaque,13.87,26.01,NOM
plaqué,0.15,0.81,ADJ
plaquer,2.48,3.92,VER
plaquettaire,0.01,0.00,ADJ
plaquette,0.28,1.55,NOM
plaqueur,0.07,0.07,NOM
plasma,2.85,0.34,NOM
plasmagène,0.01,0.00,ADJ
plasmaphérèse,0.08,0.00,NOM
plasmique,0.01,0.00,ADJ
plaste,0.01,0.00,NOM
plastic,0.81,1.15,NOM
plasticage,0.01,0.00,NOM
plasticien,0.38,0.00,NOM
plasticité,0.04,0.27,NOM
plastie,0.03,0.00,NOM
plastifiant,0.01,0.00,NOM
plastification,0.01,0.00,NOM
plastifier,0.06,0.00,VER
plastiquage,0.16,0.00,NOM
plastique,3.95,5.54,ADJ
plastique,12.89,16.82,NOM
plastiquer,0.16,0.07,VER
plastiqueur,0.22,0.14,NOM
plastisol,0.01,0.00,NOM
plastoc,0.09,0.20,NOM
plastron,0.09,2.30,NOM
plastronner,0.02,0.61,VER
plastronneur,0.00,0.07,NOM
platane,0.31,4.26,NOM
plate,0.52,0.41,NOM
plateau,15.73,45.74,NOM
platée,0.04,0.47,NOM
plateforme,0.59,0.34,NOM
platelage,0.00,0.07,NOM
platement,0.14,1.08,ADV
plateresque,0.00,0.14,ADJ
platière,0.00,0.07,NOM
platine,1.73,3.18,NOM
platiné,0.00,0.07,ADJ
platitude,0.18,1.55,NOM
platonicien,0.00,0.07,NOM
platonicien,0.00,0.27,ADJ
platonique,0.66,0.88,ADJ
platoniquement,0.05,0.27,ADV
platonisant,0.00,0.07,ADJ
plâtras,0.00,0.95,NOM
plâtre,5.06,14.59,NOM
plâtré,0.13,0.20,ADJ
plâtrer,0.29,0.00,VER
plâtreux,0.00,0.68,ADJ
plâtrier,0.10,0.88,NOM
plausibilité,0.04,0.00,NOM
plausible,2.48,3.24,ADJ
plausiblement,0.00,0.07,ADV
playboy,0.38,0.00,NOM
playmate,0.30,0.27,NOM
playon,0.02,0.00,NOM
plaza,1.53,2.91,NOM
plazza,0.05,0.14,NOM
please,3.18,0.88,ADV
plèbe,0.70,0.41,NOM
plébéien,0.04,0.00,NOM
plébéien,0.04,0.34,ADJ
plébiscite,0.42,0.95,NOM
plébisciter,0.01,0.00,VER
plectre,0.00,0.07,NOM
pléiade,0.16,1.69,NOM
plein,1.81,0.81,ADV
plein,9.17,11.15,NOM
plein,89.11,52.77,PRE
plein,104.57,157.84,ADJ
pleinement,3.44,7.77,ADV
pléistocène,0.02,0.00,NOM
plénier,0.00,0.20,ADJ
plénipotentiaire,0.00,0.88,NOM
plénipotentiaire,0.01,1.08,ADJ
plénitude,1.27,6.76,NOM
plénum,0.11,0.00,NOM
pléonasme,0.17,0.27,NOM
plésiosaure,0.02,0.14,NOM
plessis,0.00,0.07,NOM
pléthore,0.32,0.27,NOM
pléthorique,0.00,0.34,ADJ
pleur,0.20,0.81,NOM
pleural,0.12,0.00,ADJ
pleurant,0.19,0.88,ADJ
pleurard,0.00,0.07,NOM
pleurard,0.01,0.14,ADJ
pleurement,0.00,0.14,NOM
pleurer,61.60,63.51,VER
pleurésie,0.17,0.54,NOM
pleurétique,0.01,0.00,ADJ
pleureur,0.02,0.00,NOM
pleureur,0.06,0.47,ADJ
pleurite,0.10,0.07,NOM
pleurnichage,0.01,0.00,NOM
pleurnichard,0.22,0.34,ADJ
pleurnichard,0.47,0.07,NOM
pleurnichement,0.00,0.14,NOM
pleurnicher,3.35,1.62,VER
pleurnicherie,0.02,0.07,NOM
pleurnicheur,0.14,0.00,NOM
pleurnicheur,0.22,0.14,ADJ
pleutre,0.03,0.20,ADJ
pleutre,0.16,0.41,NOM
pleutrerie,0.00,0.14,NOM
pleuviner,0.00,0.07,VER
pleuvioter,0.00,0.07,VER
pleuvoir,7.98,6.69,VER
plèvre,0.31,0.07,NOM
plexi,0.01,0.00,NOM
plexiglas,0.13,0.47,NOM
plexus,0.43,0.88,NOM
pleyel,0.02,0.07,NOM
pliable,0.19,0.00,ADJ
pliage,0.11,0.47,NOM
pliant,0.27,1.35,NOM
pliant,0.34,2.09,ADJ
plier,5.02,10.68,VER
plieur,0.01,0.00,NOM
plinthe,0.10,1.01,NOM
pliocène,0.01,0.00,NOM
plioir,0.00,0.14,NOM
plique,0.03,0.00,NOM
plissé,0.04,0.20,NOM
plissé,0.06,2.77,ADJ
plissement,0.02,0.68,NOM
plisser,0.15,1.08,VER
plisseur,0.00,0.07,NOM
plissure,0.00,0.07,NOM
pliure,0.03,0.41,NOM
ploiement,0.00,0.27,NOM
plomb,10.62,20.27,NOM
plombage,0.43,0.14,NOM
plombe,0.45,1.55,NOM
plombé,0.13,1.76,ADJ
plombée,0.00,0.20,NOM
plomber,0.78,0.54,VER
plomberie,2.31,0.74,NOM
plombier,5.22,3.31,NOM
plombières,0.00,0.20,NOM
plombure,0.00,0.07,NOM
plonge,2.29,4.66,NOM
plongeant,0.15,0.68,ADJ
plongée,6.63,5.34,NOM
plongement,0.00,0.07,NOM
plongeoir,0.44,1.01,NOM
plongeon,2.71,3.18,NOM
plonger,9.36,14.66,VER
plongeur,2.06,1.69,NOM
plouc,0.94,0.47,ADJ
plouc,2.35,0.47,NOM
plouk,0.01,0.68,NOM
ploutocrate,0.01,0.00,NOM
ploutocratie,0.20,0.00,NOM
ployant,0.01,0.07,ADJ
ployer,0.14,1.42,VER
plucher,0.00,0.07,VER
pluches,0.01,0.54,NOM
pluie,42.91,111.76,NOM
plumage,0.41,2.30,NOM
plumard,0.70,5.68,NOM
plume,6.49,33.38,NOM
plumeau,0.48,2.30,NOM
plumée,0.02,0.00,NOM
plumer,1.06,1.01,VER
plumet,0.23,0.74,NOM
plumetis,0.00,0.20,NOM
plumeux,0.00,0.34,ADJ
plumier,0.03,0.95,NOM
plumitif,0.31,0.41,NOM
plupart,0.01,0.07,ADV
pluralisme,0.16,0.07,NOM
pluraliste,0.22,0.14,ADJ
pluralité,0.00,0.27,NOM
pluriannuel,0.01,0.00,ADJ
pluridisciplinaire,0.01,0.00,ADJ
pluriel,0.27,0.20,ADJ
pluriel,0.81,2.97,NOM
plurinational,0.10,0.00,ADJ
plusieurs,9.48,14.86,PRO:ind
plusieurs,66.98,203.58,ADJ:ind
pluton,0.14,0.00,NOM
plutonien,0.02,0.00,ADJ
plutonique,0.01,0.00,ADJ
plutonium,1.48,0.07,NOM
plutôt,210.40,280.74,ADV
pluvial,0.06,0.00,ADJ
pluvier,0.03,0.07,NOM
pluvieux,0.42,2.30,ADJ
pluviomètre,0.00,0.07,NOM
pluviométrie,0.02,0.00,NOM
pluviométrique,0.00,0.07,ADJ
pluviôse,0.00,0.14,NOM
pluviosité,0.01,0.07,NOM
pneumatique,0.12,1.15,NOM
pneumatique,0.31,1.49,ADJ
pneumatophore,0.00,0.07,NOM
pneumo,0.26,0.07,NOM
pneumoconiose,0.01,0.00,NOM
pneumocoque,0.01,0.00,NOM
pneumocystose,0.01,0.34,NOM
pneumologue,0.01,0.00,NOM
pneumonectomie,0.01,0.00,NOM
pneumonie,4.67,0.81,NOM
pneumonique,0.09,0.00,ADJ
pneumopathie,0.00,0.07,NOM
pneumothorax,0.45,0.27,NOM
pochade,0.02,0.20,NOM
pochage,0.00,0.07,NOM
pochard,0.02,0.00,ADJ
pochard,0.49,0.54,NOM
poche,36.23,101.82,NOM
poché,0.28,0.41,ADJ
pocher,0.07,0.14,VER
pocheté,0.00,0.07,ADJ
pochetée,0.00,0.07,NOM
pochetron,0.14,0.07,NOM
pochette,1.89,6.69,NOM
pochoir,0.08,0.95,NOM
pochon,0.01,0.27,NOM
pochtron,0.11,0.00,NOM
podagre,0.00,0.20,ADJ
podestat,0.00,0.07,NOM
podium,2.12,0.95,NOM
podologue,0.05,0.07,NOM
podomètre,0.01,0.00,NOM
pœcile,0.00,0.07,NOM
poêle,4.58,17.84,NOM
poêlon,0.16,0.41,NOM
poème,15.98,15.95,NOM
poésie,17.56,19.86,NOM
poète,16.98,23.45,NOM
poéticien,0.00,0.07,NOM
poétique,0.52,0.61,NOM
poétique,2.34,6.15,ADJ
poétiquement,0.04,0.47,ADV
poétiser,0.00,0.07,VER
pogne,0.69,8.31,NOM
pognon,13.85,11.96,NOM
pogrom,0.04,0.41,NOM
pogrome,0.01,0.07,NOM
poids,34.42,89.05,NOM
poignant,0.38,2.23,ADJ
poignard,9.38,8.11,NOM
poignarder,3.25,0.81,VER
poigne,1.95,5.00,NOM
poignée,11.65,36.35,NOM
poigner,0.14,0.00,VER
poignet,6.38,27.70,NOM
poilant,0.10,0.14,ADJ
poiler,0.03,0.14,VER
poileux,0.00,0.07,ADJ
poilu,1.94,3.04,ADJ
poinçon,0.35,1.55,NOM
poinçonner,0.04,0.14,VER
poinçonneur,0.16,0.14,NOM
poindre,0.06,2.70,VER
poing,13.25,47.97,NOM
poinsettia,0.04,0.00,NOM
point,34.80,74.39,ADV
point,186.70,272.57,NOM
pointage,0.30,0.41,NOM
pointe,11.37,69.05,NOM
pointé,0.97,1.22,ADJ
pointeau,0.01,0.14,NOM
pointement,0.00,0.07,NOM
pointer,0.11,0.00,NOM
pointer,4.63,5.14,VER
